Gene_acc,Gene_id,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,Desc
3393,Tb927.4.3680,15869.0,18361.0,14078.0,23614.0,16468.0,14367.0,17249.0,13121.0,17617.0,9825.4,"protein phosphatase 2C, putative"
3394,Tb927.4.3690,20830.0,26760.0,26071.0,24124.0,21516.0,15516.0,16658.0,20462.0,19955.0,18554.0,"Mitochondrial SSU ribosomal protein, putative"
3395,Tb927.4.3700,24463.0,27470.0,24965.0,30588.0,28740.0,26112.0,22268.0,16430.0,21107.0,24733.0,"hypothetical protein, conserved"
3396,Tb927.4.3740,15856000.0,15796000.0,16802000.0,16169000.0,14580000.0,11228000.0,12793000.0,10382000.0,12334000.0,11871000.0,flagellar attachment zone protein 1
3397,Tb927.4.3770,380820.0,423000.0,363220.0,396610.0,381320.0,298430.0,318260.0,278700.0,311110.0,326840.0,"calcium/calmodulin-dependent protein kinase, putative"
3398,Tb927.4.3780,43350.0,36368.0,44563.0,37802.0,35242.0,35112.0,27987.0,22674.0,29295.0,24314.0,"hypothetical protein, conserved"
3399,Tb927.4.3790,2326400.0,2363300.0,2351600.0,2435400.0,2254500.0,1673600.0,1760300.0,1462600.0,1826500.0,1824300.0,"ubiquitin carboxyl-terminal hydrolase, putative"
3400,Tb927.4.380,1046200.0,969340.0,1039900.0,1025600.0,1025800.0,757660.0,762440.0,654190.0,840340.0,893110.0,"WD domain, G-beta repeat, putative"
3401,Tb927.4.3800,814520.0,851800.0,795480.0,824520.0,785290.0,653670.0,710960.0,625870.0,661180.0,712040.0,"hypothetical protein, conserved"
3402,Tb927.4.3810,4619400.0,4950000.0,4890500.0,4971400.0,4819500.0,3686800.0,4159900.0,3366900.0,3963900.0,4059300.0,"DNA-directed RNA polymerase II subunit 2, putative"
3403,Tb927.4.3830,11225.0,13460.0,8445.3,14980.0,17433.0,8223.9,14639.0,10187.0,8184.7,11629.0,"hypothetical protein, conserved"
3404,Tb927.4.3840,1014200.0,1002300.0,985300.0,1115800.0,1005400.0,699830.0,841360.0,652530.0,782990.0,824060.0,"nucleolar protein, putative"
3405,Tb927.4.3850,1070600.0,1149900.0,1087800.0,1119300.0,1070500.0,823400.0,884740.0,816440.0,856190.0,883610.0,"NLE (NUC135) domain/WD domain, G-beta repeat, putative"
3406,Tb927.4.3890,5946500.0,5971000.0,6269300.0,6225100.0,5901000.0,4364300.0,4748300.0,4377200.0,4927900.0,4822000.0,"ATP-dependent RNA helicase, putative"
3407,Tb927.4.3900,111240.0,108780.0,115210.0,117460.0,107240.0,80520.0,94709.0,82583.0,89219.0,92754.0,"hypothetical protein, conserved"
3408,Tb927.4.3910,20213.0,17402.0,19670.0,20300.0,13304.0,11196.0,11406.0,10346.0,13033.0,13616.0,"Kinesin-13 4a, putative"
3409,Tb927.4.3970,126010.0,113690.0,114590.0,131100.0,109140.0,77788.0,90332.0,68897.0,91057.0,104920.0,"hypothetical protein, conserved"
3410,Tb927.4.3980,341410.0,341050.0,339160.0,372830.0,333180.0,248870.0,261340.0,232840.0,273930.0,262520.0,"chaperone protein DnaJ, putative"
3411,Tb927.4.400,220350.0,213160.0,232300.0,252410.0,207250.0,201640.0,165080.0,169190.0,205720.0,193010.0,Double RNA binding domain protein 7
3412,Tb927.4.4030,76592.0,76583.0,80875.0,70563.0,68207.0,54039.0,66221.0,48986.0,62625.0,55857.0,"CCCH zinc finger in TRM13 protein/U11-48K-like CHHC zinc finger/Methyltransferase TRM13, putative"
3413,Tb927.4.4040,2017200.0,2148400.0,2159400.0,2125400.0,2294500.0,1516600.0,1630300.0,1520900.0,1573500.0,1746700.0,"hypothetical protein, conserved"
3414,Tb927.4.4050,108290.0,115170.0,129160.0,124020.0,121040.0,497640.0,527440.0,411960.0,558540.0,549370.0,glycosomal transporter (GAT1)
3415,Tb927.4.4060,228120.0,237540.0,228640.0,252230.0,235160.0,185280.0,199020.0,168090.0,185800.0,184400.0,"hypothetical protein, conserved"
3416,Tb927.4.4070,907750.0,865290.0,906910.0,910620.0,806240.0,700310.0,745580.0,583180.0,810130.0,830440.0,"mevalonate kinase, putative"
3417,Tb927.4.4090,11760.0,12196.0,15223.0,13163.0,13054.0,10916.0,9110.2,6124.8,10236.0,11450.0,"hypothetical protein, conserved"
3418,Tb927.4.410,2078900.0,2006600.0,2264300.0,2211800.0,2052700.0,1693300.0,1720500.0,1120100.0,1906500.0,1756100.0,CAF 40
3419,Tb927.4.4110,228480.0,226160.0,221710.0,232190.0,245880.0,162620.0,175330.0,160060.0,199780.0,182480.0,"hypothetical protein, conserved"
3420,Tb927.4.4120,80528.0,89082.0,84926.0,88417.0,85544.0,61481.0,70681.0,63665.0,67454.0,70141.0,"Cleavage stimulating factor 64, putative"
3421,Tb927.4.4130,307950.0,335170.0,357030.0,339910.0,321310.0,251660.0,282620.0,247370.0,300270.0,269060.0,"Flagellar-associated protein 59, putative"
3422,Tb927.4.4160,860580.0,901150.0,908680.0,920640.0,863930.0,750090.0,757080.0,662250.0,755860.0,808870.0,RNA editing mediator complex protein 5
3423,Tb927.4.4180,6245.4,5933.1,5704.6,7168.6,6903.9,4165.0,5070.7,2875.3,6261.8,6831.3,SUMO-interacting motif-containing protein
3424,Tb927.4.4190,429080.0,422670.0,384520.0,422000.0,403420.0,297600.0,369870.0,298170.0,348130.0,340240.0,"C2 domain containing protein, putative"
3425,Tb927.4.420,170860.0,185540.0,188170.0,185620.0,173370.0,145060.0,162100.0,114940.0,152110.0,160770.0,"phosphatidylinositol 4-kinase, putative"
3426,Tb927.4.4210,1367100.0,1445900.0,1379600.0,1539600.0,1359800.0,1131300.0,1166300.0,1058900.0,1235200.0,1278600.0,"ATP-dependent zinc metalloprotease AFG3-like, putative"
3427,Tb927.4.4280,81127.0,79692.0,80088.0,85272.0,79414.0,66736.0,65549.0,47673.0,62627.0,69353.0,"hypothetical protein, conserved"
3428,Tb927.4.4290,214530.0,240600.0,216660.0,236560.0,219610.0,167890.0,172350.0,166800.0,194580.0,183750.0,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
3429,Tb927.4.430,1585100.0,1673900.0,1629800.0,1618200.0,1544700.0,1117100.0,1246400.0,1246700.0,1281800.0,1190800.0,proteasome beta 7 subunit
3430,Tb927.4.4300,81563.0,85173.0,83947.0,80933.0,86984.0,65474.0,65758.0,50529.0,71916.0,78827.0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
3431,Tb927.4.4310,720990.0,716690.0,722740.0,784800.0,706630.0,481700.0,500630.0,424050.0,544090.0,448820.0,Nucleoporin NUP64
3432,Tb927.4.4320,162750.0,188550.0,180950.0,203460.0,209190.0,152980.0,168590.0,126740.0,157420.0,162580.0,"divalent cation tolerance protein, putative"
3433,Tb927.4.4340,1495200.0,1475400.0,1590500.0,1498700.0,1487100.0,1090700.0,1228900.0,1059800.0,1235200.0,1200900.0,"Domain of unknown function (DUF4498), putative"
3434,Tb927.4.4350,218710.0,231490.0,227440.0,238140.0,192610.0,186550.0,183170.0,186980.0,198080.0,204480.0,"emp24/gp25L/p24 family/GOLD, putative"
3435,Tb927.4.4360,1012800.0,1079900.0,1110900.0,1104500.0,1030100.0,823480.0,825380.0,662510.0,880250.0,884870.0,"monoglyceride lipase, putative"
3436,Tb927.4.4370,225470.0,225450.0,241060.0,238560.0,230300.0,175880.0,182530.0,160260.0,190250.0,199580.0,"hypothetical protein, conserved"
3437,Tb927.8.7980,4223900.0,4278400.0,4404000.0,4530800.0,3798600.0,3074100.0,3254100.0,2532700.0,3430400.0,3499400.0,"Pyrophosphate-energized vacuolar membrane proton pump 2, putative"
3438,Tb927.4.440,34290.0,39734.0,38699.0,46716.0,43361.0,31877.0,35437.0,32112.0,34409.0,33965.0,"NADH:ubiquinone oxidoreductase, ESSS subunit, putative"
3439,Tb927.4.4410,237830.0,223200.0,268300.0,265470.0,258800.0,156400.0,208640.0,200240.0,200550.0,214550.0,adenylyl cyclase
3440,Tb927.4.4430,3925800.0,4290900.0,4206900.0,4281400.0,3908800.0,3155100.0,3378700.0,2805200.0,3416100.0,3566400.0,adenylyl cyclase
3441,Tb927.4.4440,9700.8,7191.6,7649.0,7302.1,7073.8,7954.3,5546.9,1733.3,8569.7,8968.5,adenylyl cyclase
3442,Tb927.4.4460,37408.0,24426.0,31731.0,34906.0,26607.0,22574.0,18075.0,8357.4,31781.0,32646.0,adenylyl cyclase
3443,Tb927.4.4470,25309.0,28510.0,26134.0,27343.0,25872.0,16219.0,24832.0,20274.0,22965.0,23944.0,adenylyl cyclase
3444,Tb927.4.4480,20399.0,22561.0,24312.0,21443.0,22200.0,19334.0,19317.0,15373.0,19732.0,19698.0,"hypothetical protein, conserved"
3445,Tb927.4.4490,2359200.0,2416000.0,2437700.0,2501900.0,2327700.0,1817900.0,1993200.0,1684100.0,2069200.0,2063000.0,multidrug resistance protein E
3446,Tb927.4.450,6098200.0,5921300.0,6188400.0,6292200.0,5919800.0,4591800.0,5087700.0,4086300.0,5326900.0,5308500.0,"coatomer alpha subunit, putative"
3447,Tb927.4.4510,102040.0,113480.0,88378.0,106800.0,90457.0,85834.0,73334.0,70577.0,61403.0,78991.0,"protein phosphatase 2C, putative"
3448,Tb927.4.4540,204760.0,234380.0,259590.0,246300.0,219480.0,185970.0,207070.0,165080.0,206170.0,219240.0,"zinc finger domain, LSD1 subclass, putative"
3449,Tb927.4.4550,282480.0,282700.0,291070.0,305590.0,294020.0,180540.0,234070.0,177600.0,237160.0,215380.0,"hypothetical protein, conserved"
3450,Tb927.4.4560,162620.0,177470.0,188530.0,175920.0,183270.0,126830.0,138360.0,137090.0,151650.0,130870.0,"hypothetical protein, conserved"
3451,Tb927.4.4570,682340.0,675170.0,723810.0,724660.0,706360.0,482140.0,560250.0,471850.0,541950.0,550610.0,"hypothetical protein, conserved"
3452,Tb927.4.4580,1274300.0,1321900.0,1315000.0,1371600.0,1253800.0,902090.0,900850.0,811490.0,979590.0,935120.0,"hypothetical protein, conserved"
3453,Tb927.4.4590,10405.0,12395.0,12088.0,11563.0,10568.0,7722.4,8460.3,7489.8,9176.5,9996.9,"AGC family serine/threonine kinase, putative"
3454,Tb927.4.460,46326.0,50270.0,43902.0,43956.0,43855.0,38773.0,31954.0,29084.0,34066.0,36944.0,"Alkylated DNA repair protein (alkB homolog), putative"
3455,Tb927.4.4600,42134.0,38912.0,44243.0,40309.0,48930.0,27785.0,46117.0,27680.0,43183.0,31957.0,mitochondrial ribosomal protein l43
3456,Tb927.4.4610,35115.0,34092.0,34699.0,44538.0,31299.0,29348.0,28896.0,32006.0,28370.0,31626.0,Mitoribosomal LSU assembly factor 15
3457,Tb927.4.4650,772900.0,794330.0,787460.0,796150.0,742810.0,582220.0,659480.0,565650.0,637850.0,637440.0,"diphthine synthase, putative"
3458,Tb927.4.4660,1035300.0,1102600.0,1055000.0,1156800.0,1030100.0,822430.0,839180.0,674380.0,937320.0,983270.0,"Protein of unknown function DUF84, putative"
3459,Tb927.4.4670,1186900.0,1241800.0,1244500.0,1156000.0,1183400.0,901120.0,998730.0,838740.0,1044000.0,1017300.0,"MYND finger, putative"
3460,Tb927.4.4690,4508600.0,4365500.0,4536500.0,4835800.0,4092500.0,3139600.0,3499800.0,3106700.0,3500700.0,3417000.0,"hypothetical protein, conserved"
3461,Tb927.4.470,1561700.0,1550000.0,1674000.0,1619900.0,1461600.0,1052600.0,1312300.0,893490.0,1232900.0,1250500.0,"snoRNP protein GAR1, putative"
3462,Tb927.4.4700,2960000.0,2827300.0,3057100.0,3028500.0,2847100.0,2124500.0,2202900.0,1873000.0,2409600.0,2380700.0,"hypothetical protein, conserved"
3463,Tb927.4.4720,26460.0,40331.0,31337.0,38990.0,41042.0,20574.0,32981.0,75912.0,32326.0,33768.0,kinetoplast ribosomal PPR-repeat containing protein 7
3465,Tb927.4.4750,93019.0,94814.0,105190.0,102910.0,99711.0,80207.0,94081.0,67158.0,74786.0,76643.0,"hypothetical protein, conserved"
3466,Tb927.4.4760,266550.0,267950.0,292670.0,296520.0,252930.0,204050.0,220720.0,185700.0,252410.0,253620.0,"Cullin 6, putative"
3467,Tb927.4.4790,23210.0,22330.0,25755.0,28180.0,25470.0,19378.0,16535.0,14369.0,19040.0,19934.0,"hypothetical protein, conserved"
3468,Tb927.4.480,322330.0,336970.0,352080.0,343600.0,350810.0,276930.0,306690.0,244120.0,294130.0,295840.0,"Cullin binding, putative"
3469,Tb927.4.4850,3915400.0,3648900.0,4172900.0,4039700.0,3580900.0,2735200.0,2974200.0,2315400.0,3133400.0,3025500.0,"amino acid transporter, putative"
3470,Tb927.4.490,22469.0,18000.0,20604.0,24332.0,18977.0,14143.0,13235.0,11571.0,15601.0,16023.0,"hypothetical protein, conserved"
3471,Tb927.4.4910,1049200.0,1095400.0,1191200.0,1164500.0,1087200.0,812980.0,860220.0,686240.0,858100.0,894430.0,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative"
3472,Tb927.4.4930,40083.0,46413.0,43309.0,43115.0,36013.0,33056.0,34006.0,32872.0,34345.0,44339.0,"symplekin, putative"
3473,Tb927.4.4950,853810.0,850580.0,942520.0,921300.0,866670.0,657120.0,686150.0,571330.0,699830.0,701330.0,Nucleolar protein 61
3474,Tb927.8.7460,163310.0,136390.0,160430.0,152620.0,136050.0,103900.0,117870.0,82713.0,144580.0,138070.0,"zinc transporter, putative"
3475,Tb927.4.4980,24207.0,29978.0,31093.0,22445.0,31909.0,20196.0,22208.0,15740.0,20731.0,27792.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
3476,Tb927.4.5000,5004.3,6768.3,5406.2,5498.2,6154.6,4383.8,4810.7,2504.1,6277.4,5141.5,"TerD domain containing protein, putative"
3477,Tb927.4.5010,48774000.0,50364000.0,51746000.0,50349000.0,46814000.0,35673000.0,40676000.0,36024000.0,38412000.0,38081000.0,"calreticulin, putative"
3478,Tb927.4.5020,5419300.0,5427700.0,5660000.0,5699200.0,5360600.0,4160400.0,4362000.0,3704500.0,4721800.0,4584800.0,DNA-directed RNA polymerase II subunit RPB1
3479,Tb927.4.5030,0.0,0.0,1192.1,1122.3,0.0,970.69,1266.8,1435.2,930.03,1306.2,protein phosphatase 1
3480,Tb927.4.5040,237810.0,239400.0,241340.0,245270.0,257400.0,221220.0,192750.0,187890.0,217590.0,219010.0,dihydrolipoamide dehydrogenase
3481,Tb927.4.5080,185460.0,186690.0,203990.0,185220.0,169980.0,123440.0,157860.0,113050.0,152120.0,156110.0,"hypothetical protein, conserved"
3482,Tb927.4.5100,60680.0,76335.0,71709.0,78319.0,74565.0,55682.0,52285.0,47918.0,57724.0,64021.0,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
3483,Tb927.4.5110,116010.0,118540.0,141490.0,130650.0,114870.0,95821.0,79918.0,53872.0,96516.0,101370.0,kinetoplastid kinetochore protein 8
3484,Tb927.4.5120,78260.0,82661.0,86890.0,84555.0,72927.0,57726.0,57005.0,63334.0,70687.0,66291.0,"hypothetical protein, conserved"
3485,Tb927.4.5130,1113400.0,1182200.0,1137400.0,1175500.0,1084000.0,833500.0,946490.0,899610.0,908770.0,952260.0,"KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative"
3486,Tb927.8.7250,24749.0,25114.0,21812.0,23779.0,22421.0,19877.0,14074.0,15942.0,20719.0,19471.0,repressor of RNA polymerase III transcription MAF1
3487,Tb927.4.5160,80135.0,79384.0,89426.0,90992.0,84913.0,60036.0,62006.0,50023.0,66263.0,67487.0,"hypothetical protein, conserved"
3488,Tb927.4.5170,16426.0,15528.0,18976.0,16272.0,13825.0,8696.3,13863.0,14929.0,8878.6,13660.0,"ribosomal protein L7/L12, putative"
3489,Tb927.4.5180,604070.0,612700.0,623010.0,649990.0,601940.0,446660.0,485440.0,401130.0,517380.0,487520.0,tousled-like kinase I
3490,Tb927.4.5200,1106600.0,1066200.0,1122900.0,1111100.0,1085400.0,814180.0,886470.0,702110.0,944820.0,900490.0,Nucleoporin NUP62
3491,Tb927.4.5210,99895.0,83095.0,102780.0,81680.0,92293.0,62716.0,78085.0,49364.0,91003.0,61606.0,"hypothetical protein, conserved"
3492,Tb927.4.5220,449730.0,510600.0,486580.0,502880.0,473680.0,354190.0,381290.0,389220.0,369260.0,410260.0,hypothetical protein
3493,Tb927.4.530,15050.0,22216.0,17523.0,16647.0,16557.0,9951.5,12515.0,13332.0,16638.0,11720.0,"hypothetical protein, conserved"
3494,Tb927.4.5310,680650.0,675050.0,635360.0,762260.0,606530.0,430960.0,491960.0,395080.0,481240.0,456300.0,Repressor of differentiation kinase 2
3495,Tb927.4.5320,44576.0,48739.0,47147.0,50699.0,44226.0,36673.0,41999.0,29047.0,39812.0,37590.0,"Component of IIS longevity pathway SMK-1, putative"
3496,Tb927.8.6990,18750.0,17244.0,16917.0,16203.0,19140.0,14160.0,16159.0,16215.0,18011.0,9952.7,"hypothetical protein, conserved"
3497,Tb927.8.6970,46515.0,40677.0,44003.0,44882.0,44924.0,33580.0,35086.0,24809.0,39891.0,37427.0,"3-methylcrotonyl-CoA carboxylase alpha subunit, putative"
3498,Tb927.4.5380,3601500.0,3774500.0,3723200.0,3921600.0,3591200.0,2854600.0,3079800.0,2753700.0,3128300.0,3119000.0,Cilia- and flagella-associated protein 43
3499,Tb927.4.540,42564.0,50323.0,45432.0,50051.0,40615.0,32055.0,49876.0,37386.0,38605.0,46186.0,"hypothetical protein, conserved"
3500,Tb927.4.550,77937.0,84649.0,85881.0,95785.0,86980.0,69813.0,60463.0,57299.0,79498.0,72711.0,"Zinc knuckle, putative"
3501,Tb927.4.560,25851000.0,25603000.0,27002000.0,26691000.0,25084000.0,20112000.0,21575000.0,17856000.0,22866000.0,21800000.0,"Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative"
3502,Tb927.4.5680,42151.0,44792.0,55103.0,48707.0,41338.0,29554.0,25630.0,15391.0,36845.0,35364.0,"variant surface glycoprotein, degenerate"
3503,Tb927.4.590,6673800.0,6518100.0,7224900.0,7056800.0,6413900.0,4833300.0,5569900.0,4533000.0,5549300.0,5452400.0,"PQQ-like domain/Protein of unknown function (DUF1620), putative"
3504,Tb927.4.600,1126800.0,1213500.0,1214200.0,1196100.0,1155100.0,918150.0,985140.0,779990.0,977130.0,981030.0,"Alpha/beta hydrolase family, putative"
3505,Tb927.4.610,305260.0,283700.0,332630.0,333350.0,295430.0,256020.0,256160.0,182970.0,246600.0,267050.0,"PX domain containing protein, putative"
3506,Tb927.4.620,1658700.0,1738100.0,1745900.0,1718200.0,1664500.0,1251600.0,1370300.0,1232700.0,1438300.0,1443300.0,"hypothetical protein, conserved"
3507,Tb927.4.630,290580.0,316890.0,317680.0,305810.0,297770.0,214760.0,266110.0,213710.0,244780.0,254580.0,MICOS complex subunit MIC34
3508,Tb927.4.640,629340.0,661510.0,635920.0,655950.0,634060.0,463880.0,478300.0,401280.0,529220.0,490620.0,"GRIP domain containing protein, putative"
3509,Tb927.4.660,1812900.0,1800100.0,1890700.0,1919600.0,1806000.0,1379900.0,1509100.0,1238700.0,1606200.0,1542800.0,"hypothetical protein, conserved"
3510,Tb927.4.670,400400.0,376080.0,456900.0,430590.0,416200.0,318200.0,302120.0,250100.0,351900.0,353110.0,"conserved protein, unknown function"
3511,Tb927.4.690,927620.0,912540.0,960810.0,1010400.0,888510.0,756780.0,866770.0,638940.0,775740.0,856960.0,"geranylgeranyl transferase type II beta subunit, putative"
3512,Tb927.4.700,20791.0,25580.0,22233.0,22289.0,24117.0,18342.0,14512.0,16898.0,15003.0,17572.0,"hypothetical protein, conserved"
3513,Tb927.4.710,29951.0,31412.0,41080.0,28905.0,28747.0,23699.0,22222.0,20636.0,25694.0,25223.0,"hypothetical protein, conserved"
3514,Tb927.4.720,93152.0,103220.0,103590.0,108560.0,101090.0,93953.0,96821.0,86316.0,105860.0,95932.0,"hypothetical protein, conserved"
3515,Tb927.4.730,472580.0,508040.0,523800.0,494750.0,480830.0,376760.0,377800.0,290220.0,409910.0,391490.0,"Peptidase family C78, putative"
3516,Tb927.4.750,1780600.0,1719800.0,1814700.0,1837000.0,1770900.0,1215100.0,1346700.0,1198700.0,1315900.0,1381300.0,"50S ribosomal protein L7Ae, putative"
3517,Tb927.4.760,5497600.0,5551900.0,5776900.0,5736500.0,5298900.0,4203200.0,4588400.0,3612200.0,4517700.0,4595200.0,"AP-1 adapter complex gamma subunit, putative"
3518,Tb927.4.770,357610.0,347380.0,402460.0,376930.0,375130.0,282610.0,326520.0,260210.0,330110.0,311870.0,"ubiquitin-protein ligase, putative"
3519,Tb927.4.790,334460.0,277240.0,331290.0,293990.0,303650.0,166530.0,235570.0,167250.0,253880.0,240510.0,"hypothetical protein, conserved"
3520,Tb927.4.800,1057300.0,1139200.0,1147800.0,1181800.0,1112200.0,860090.0,924790.0,759640.0,922090.0,951070.0,"target of rapamycin kinase 3, putative"
3521,Tb927.4.810,368410.0,396260.0,389350.0,397810.0,369570.0,315410.0,324010.0,269870.0,331020.0,342070.0,"expression site-associated gene 5 (ESAG5) protein, putative"
3522,Tb927.4.840,391010.0,379480.0,419130.0,413860.0,374010.0,331830.0,337360.0,299550.0,346510.0,346440.0,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative"
3523,Tb927.4.850,233990.0,238850.0,238360.0,222180.0,230340.0,182170.0,177880.0,174040.0,183360.0,186620.0,"hypothetical protein, conserved"
3524,Tb927.4.860,679950.0,680590.0,787280.0,763850.0,690090.0,573800.0,574850.0,514350.0,621870.0,600880.0,"hypothetical protein, conserved"
3525,Tb927.4.870,14106000.0,14198000.0,14808000.0,15029000.0,13796000.0,11086000.0,11880000.0,9937600.0,12140000.0,12410000.0,"dynein heavy chain, putative"
3526,Tb927.4.890,635860.0,660060.0,753550.0,655390.0,642430.0,470750.0,544630.0,395800.0,481400.0,532610.0,small nuclear ribonucleoprotein sm d3
3527,Tb927.4.920,735140.0,874640.0,783260.0,751710.0,824850.0,571330.0,609380.0,664700.0,593470.0,595090.0,"TPR repeat, putative"
3528,Tb927.4.930,898.13,1332.9,2131.3,1317.0,1378.2,0.0,1898.2,0.0,1945.7,1165.7,Mitochondrial ribosomal protein L14
3529,Tb927.4.960,357660.0,401610.0,386760.0,401440.0,368250.0,267820.0,302570.0,276030.0,312770.0,292880.0,"WD domain, G-beta repeat, putative"
3530,Tb927.4.970,1374.1,2705.3,3430.3,3479.0,2964.4,1687.2,3335.4,981.15,2488.0,2851.8,"hypothetical protein, conserved"
3531,Tb927.4.980,199110.0,193250.0,216030.0,199360.0,199750.0,176770.0,175320.0,148520.0,179130.0,185850.0,"actin, putative"
3532,Tb927.5.1000,178360.0,184960.0,192960.0,179620.0,176250.0,128580.0,139360.0,105140.0,123360.0,121770.0,"ubiquitin-conjugating enzyme E2, putative"
3533,Tb927.5.1010,108880.0,129070.0,121260.0,130400.0,113210.0,90894.0,101400.0,83460.0,102220.0,95057.0,"hypothetical protein, conserved"
3534,Tb927.5.1020,191570.0,210330.0,209710.0,195430.0,194560.0,160240.0,164440.0,138350.0,162480.0,166340.0,"disulfide isomerase, putative"
3535,Tb927.5.1030,158850.0,175290.0,179290.0,166680.0,157900.0,148490.0,167120.0,114210.0,156600.0,164610.0,Iron-sulfur assembly protein 2
3536,Tb927.5.1060,230820.0,231690.0,245810.0,233440.0,241100.0,185340.0,209280.0,160970.0,208270.0,200460.0,"mitochondrial processing peptidase, beta subunit, putative"
3537,Tb927.5.1070,5116.2,6953.0,6773.5,5784.0,6010.6,4768.5,5058.8,3301.1,3883.6,5777.8,"OTU-like cysteine protease, putative"
3538,Tb927.5.1080,239790.0,280020.0,244830.0,298170.0,266280.0,198190.0,208970.0,224980.0,240530.0,227920.0,"RNA-binding protein, putative"
3539,Tb927.5.1090,8478300.0,8786000.0,8937200.0,8760400.0,8226500.0,6372600.0,7015500.0,6067200.0,7179400.0,7042700.0,"threonyl-tRNA synthetase, putative"
3540,Tb927.9.690,9784.0,10501.0,12360.0,9305.8,10768.0,9632.3,9480.3,8869.6,10852.0,6540.3,"variant surface glycoprotein (VSG, pseudogene)-related, putative"
3541,Tb927.5.1100,1366600.0,1497500.0,1500800.0,1517900.0,1493100.0,1192600.0,1260500.0,1068800.0,1342600.0,1343900.0,peroxisome targeting signal 1 receptor
3542,Tb927.5.1120,349720.0,385180.0,380410.0,386430.0,343100.0,267410.0,306050.0,299160.0,302570.0,318010.0,"Phage tail fibre repeat, putative"
3543,Tb927.5.1130,281510.0,293990.0,307870.0,285860.0,271670.0,212320.0,229350.0,186120.0,223000.0,242810.0,"hypothetical protein, conserved"
3544,Tb927.5.1140,2636600.0,2855600.0,2871600.0,3072500.0,2724800.0,2154800.0,2298200.0,1905000.0,2275300.0,2392000.0,choline/ethanolamine kinase
3545,Tb927.5.1150,546630.0,532990.0,571650.0,611100.0,534450.0,408860.0,450120.0,377290.0,461680.0,460790.0,RNA helicase Prp43
3546,Tb927.5.1160,3036500.0,2530400.0,3111000.0,2764800.0,3076500.0,2092400.0,2591000.0,2183300.0,2836800.0,1917000.0,"Degradation arginine-rich protein for mis-folding, putative"
3547,Tb927.5.120,306620.0,319450.0,284560.0,304480.0,265420.0,173160.0,187890.0,186030.0,195400.0,188740.0,"expression site-associated gene 9 (ESAG9) protein, putative"
3548,Tb927.5.1200,7533.7,7828.7,10611.0,8054.5,7886.8,5446.4,4711.6,2859.8,7565.2,5303.6,exosome complex component CSL4
3549,Tb927.5.1210,6307100.0,6499400.0,7077300.0,6979000.0,6300200.0,5203400.0,5436600.0,4943400.0,5541600.0,5535200.0,"short-chain dehydrogenase, putative"
3550,Tb927.5.1250,721590.0,714630.0,740800.0,802730.0,719110.0,569570.0,595140.0,528880.0,620000.0,605700.0,"GAF domain/TIP41-like family, putative"
3551,Tb927.5.1260,2637900.0,2636000.0,2793200.0,2859000.0,2526700.0,2036100.0,2138100.0,1726600.0,2284900.0,2194900.0,"Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family, putative"
3552,Tb927.5.1270,1134900.0,1048500.0,1128000.0,1120700.0,1033500.0,683960.0,853570.0,736650.0,855460.0,829110.0,Acidic leucine-rich nuclear phosphoprotein 32 family member
3553,Tb927.5.1280,606490.0,665940.0,652420.0,743860.0,636070.0,575650.0,551070.0,560610.0,550950.0,560860.0,"alanine racemase, putative"
3554,Tb927.5.1300,3053500.0,3231900.0,3504900.0,3114100.0,3064600.0,2253200.0,2594900.0,2051900.0,2492100.0,2534400.0,"V-type proton ATPase subunit a, putative"
3555,Tb927.5.1320,540030.0,554080.0,577650.0,573160.0,567410.0,407430.0,460750.0,387040.0,492830.0,490860.0,Kinetochore interacting protein 2
3556,Tb927.5.1330,56600.0,57231.0,55228.0,60924.0,59857.0,44433.0,42843.0,40672.0,54785.0,50329.0,"hypothetical protein, conserved"
3557,Tb927.5.1340,165730.0,155030.0,181570.0,165090.0,154650.0,118890.0,131050.0,100500.0,124660.0,134100.0,"pre-mRNA splicing factor, putative"
3558,Tb927.5.1360,883310.0,1007900.0,984280.0,1029000.0,963940.0,846610.0,884860.0,689650.0,926210.0,942490.0,nucleoside 2-deoxyribosyltransferase
3559,Tb927.5.1390,261450.0,278740.0,290720.0,295010.0,266430.0,205560.0,241820.0,189520.0,224050.0,219380.0,64 kDa invariant surface glycoprotein
3560,Tb927.5.1410,4873900.0,4746200.0,5072400.0,4798400.0,4723000.0,3512500.0,3926100.0,2929100.0,4004900.0,3706900.0,64 kDa invariant surface glycoprotein
3562,Tb927.5.1460,5695100.0,5951600.0,5876500.0,6078900.0,5368300.0,4126900.0,4755000.0,3674800.0,4807300.0,4655300.0,"Possible lysine decarboxylase, putative"
